EnsemblID,GeneName,ID
ENSMUSG00000028174,Rpe65,1450197_at
ENSMUSG00000034789,Rab24,1421873_s_at
ENSMUSG00000034789,Rab24,1421872_at
ENSMUSG00000060038,Dhps,1434003_a_at
ENSMUSG00000060038,Dhps,1434004_at
ENSMUSG00000030879,Mrpl17,1458027_at
ENSMUSG00000030879,Mrpl17,1450867_at
ENSMUSG00000030879,Mrpl17,1450866_a_at
ENSMUSG00000090877,Hspa1b,1427127_x_at
ENSMUSG00000090877,Hspa1b,1452318_a_at
ENSMUSG00000090877,Hspa1b,1427126_at
ENSMUSG00000029636,Wasf3,1455722_at
ENSMUSG00000029636,Wasf3,1425061_at
ENSMUSG00000023169,Slc38a1,1454764_s_at
ENSMUSG00000023169,Slc38a1,1415903_at
ENSMUSG00000091971,Hspa1a,1452388_at
ENSMUSG00000046432,Bex3,1428842_a_at
ENSMUSG00000007033,Hspa1l,1419625_at
ENSMUSG00000021428,Riok1,1419110_at
ENSMUSG00000021428,Riok1,1449346_s_at
ENSMUSG00000021428,Riok1,1425358_at
ENSMUSG00000021428,Riok1,1440893_at
ENSMUSG00000007050,Lsm2,1451884_a_at
ENSMUSG00000049643,2310022A10Rik,1431712_a_at
ENSMUSG00000096344,Gm6408,1419151_at
ENSMUSG00000029275,Gfi1,1417679_at
ENSMUSG00000021192,Golga5,1418447_at
ENSMUSG00000075316,Scn9a,1457819_at
ENSMUSG00000075316,Scn9a,1421660_at
ENSMUSG00000075316,Scn9a,1442810_x_at
ENSMUSG00000075316,Scn9a,1442809_at
ENSMUSG00000075316,Scn9a,1442333_a_at
ENSMUSG00000006931,P3h4,1455288_at
ENSMUSG00000025630,Hprt,1448736_a_at
ENSMUSG00000029445,Hpd,1424618_at
ENSMUSG00000022462,Slc38a2,1426722_at
ENSMUSG00000022462,Slc38a2,1429593_at
ENSMUSG00000018822,Sfrp5,1423023_at
ENSMUSG00000018822,Sfrp5,1436075_at
ENSMUSG00000071649,B3gat3,1416960_at
ENSMUSG00000020836,Coro6,1426122_a_at
ENSMUSG00000020836,Coro6,1436613_at
ENSMUSG00000039713,Plekhg5,1452248_at
ENSMUSG00000025602,Zfp202,1449915_at
ENSMUSG00000031144,Syp,1448280_at
ENSMUSG00000022300,Dcaf13,1435442_at
ENSMUSG00000026520,Pycr2,1448315_a_at
ENSMUSG00000021194,Chga,1418149_at
ENSMUSG00000021486,Prelid1,1448202_x_at
ENSMUSG00000021486,Prelid1,1431420_s_at
ENSMUSG00000021486,Prelid1,1439253_x_at
ENSMUSG00000021486,Prelid1,1431421_x_at
ENSMUSG00000021486,Prelid1,1431419_at
ENSMUSG00000071648,Rom1,1448996_at
ENSMUSG00000058056,Palld,1433768_at
ENSMUSG00000058056,Palld,1427228_at
ENSMUSG00000071647,Eml3,1460366_at
ENSMUSG00000022464,Slc38a4,1448889_at
ENSMUSG00000022464,Slc38a4,1428111_at
ENSMUSG00000029110,Rnf4,1423654_a_at
ENSMUSG00000029110,Rnf4,1451072_a_at
ENSMUSG00000032745,Gpbp1,1430981_s_at
ENSMUSG00000032745,Gpbp1,1423773_at
ENSMUSG00000057963,Itpk1,1426733_at
ENSMUSG00000025930,Msc,1418417_at
ENSMUSG00000090035,Galnt4,1423637_at
ENSMUSG00000090035,Galnt4,1455915_at
ENSMUSG00000055108,Phxr2,1422287_at
ENSMUSG00000081201,Smt3h2-ps4,1415782_at
ENSMUSG00000081201,Smt3h2-ps4,1415781_a_at
ENSMUSG00000038793,Lefty1,1417638_at
ENSMUSG00000061950,Ppp4r1,1424294_at
ENSMUSG00000019088,Dnase1l1,1429173_at
ENSMUSG00000024511,Rab27b,1417214_at
ENSMUSG00000024511,Rab27b,1439610_at
ENSMUSG00000024511,Rab27b,1417215_at
ENSMUSG00000082193,Rpl5-ps1,1423665_a_at
ENSMUSG00000069601,Ank3,1425202_a_at
ENSMUSG00000069601,Ank3,1452872_at
ENSMUSG00000069601,Ank3,1451628_a_at
ENSMUSG00000069601,Ank3,1452124_at
ENSMUSG00000069601,Ank3,1457288_at
ENSMUSG00000006998,Psmd2,1415831_at
ENSMUSG00000006998,Psmd2,1417364_at
ENSMUSG00000090128,Gm16038,1429563_x_at
ENSMUSG00000090128,Gm16038,1429562_at
ENSMUSG00000090186,Gm52951,1422140_at
ENSMUSG00000090186,Gm52951,1460416_s_at
ENSMUSG00000090186,Gm52951,1422141_s_at
ENSMUSG00000039428,Tmem135,1452074_at
ENSMUSG00000039428,Tmem135,1426435_at
ENSMUSG00000042401,Crtac1,1426606_at
ENSMUSG00000042401,Crtac1,1452936_at
ENSMUSG00000079457,Gm7609,1422140_at
ENSMUSG00000079457,Gm7609,1460416_s_at
ENSMUSG00000079457,Gm7609,1422141_s_at
ENSMUSG00000041716,Gm20604,1448787_at
ENSMUSG00000026384,Ptpn4,1434671_at
ENSMUSG00000026384,Ptpn4,1421330_at
ENSMUSG00000096458,Moap1,1448787_at
ENSMUSG00000035104,Eva1a,1424652_at
ENSMUSG00000032580,Rbm5,1452187_at
ENSMUSG00000032580,Rbm5,1438069_a_at
ENSMUSG00000032580,Rbm5,1452186_at
ENSMUSG00000032580,Rbm5,1456262_at
ENSMUSG00000041712,Ubr7,1433479_at
ENSMUSG00000041712,Ubr7,1454616_at
ENSMUSG00000040537,Adam22,1451812_at
ENSMUSG00000040537,Adam22,1435293_at
ENSMUSG00000020282,Rhbdf1,1424138_at
ENSMUSG00000022466,Rpap3,1448555_at
ENSMUSG00000061082,Plac1,1417553_at
ENSMUSG00000042717,Ppp1r3a,1422108_at
ENSMUSG00000099226,Mir7091,1429173_at
ENSMUSG00000022468,Endou,1449937_at
ENSMUSG00000022468,Endou,1449938_at
ENSMUSG00000117706,Gm50184,1417656_at
ENSMUSG00000030043,Tacr1,1422282_at
ENSMUSG00000096842,Gm10736,1455578_x_at
ENSMUSG00000096842,Gm10736,1422623_x_at
ENSMUSG00000021485,Mxd3,1438847_at
ENSMUSG00000021485,Mxd3,1448878_at
ENSMUSG00000021485,Mxd3,1422970_at
ENSMUSG00000021484,Lman2,1423074_at
ENSMUSG00000021484,Lman2,1423075_at
ENSMUSG00000071646,Mta2,1423165_a_at
ENSMUSG00000031145,Prickle3,1439296_at
ENSMUSG00000001555,Fkbp10,1415951_at
ENSMUSG00000001555,Fkbp10,1449632_s_at
ENSMUSG00000034810,Scn7a,1436044_at
ENSMUSG00000034810,Scn7a,1427495_at
ENSMUSG00000034810,Scn7a,1436043_at
ENSMUSG00000030042,Pole4,1423372_at
ENSMUSG00000030042,Pole4,1423371_at
ENSMUSG00000054889,Dsp,1435493_at
ENSMUSG00000054889,Dsp,1427610_at
ENSMUSG00000054889,Dsp,1435494_s_at
ENSMUSG00000037386,Rims2,1450761_s_at
ENSMUSG00000037386,Rims2,1422809_at
ENSMUSG00000037386,Rims2,1443215_at
ENSMUSG00000037386,Rims2,1436470_at
ENSMUSG00000090319,Gm4462,1417364_at
ENSMUSG00000022892,App,1420621_a_at
ENSMUSG00000022892,App,1427442_a_at
ENSMUSG00000022892,App,1440153_at
ENSMUSG00000091876,Gm3851,1425048_a_at
ENSMUSG00000079455,Gm16026,1456493_at
ENSMUSG00000042709,Atpaf2,1426474_at
ENSMUSG00000031146,Plp2,1453572_a_at
ENSMUSG00000038252,Ncapd2,1423847_at
ENSMUSG00000081973,Gm13600,1420829_a_at
ENSMUSG00000031147,Magix,1449834_at
ENSMUSG00000118591,Gm52955,1422140_at
ENSMUSG00000118591,Gm52955,1460416_s_at
ENSMUSG00000118591,Gm52955,1422141_s_at
ENSMUSG00000026812,Tsc1,1422043_at
ENSMUSG00000026812,Tsc1,1455252_at
ENSMUSG00000052087,Rgs14,1419221_a_at
ENSMUSG00000071645,Tut1,1451106_at
ENSMUSG00000024793,Tnfrsf25,1422231_a_at
ENSMUSG00000118607,Gm7592,1422140_at
ENSMUSG00000118607,Gm7592,1460416_s_at
ENSMUSG00000118607,Gm7592,1422141_s_at
ENSMUSG00000118607,Gm7592,1435792_at
ENSMUSG00000028893,Sesn2,1451599_at
ENSMUSG00000028893,Sesn2,1425139_at
ENSMUSG00000025185,Loxl4,1421153_at
ENSMUSG00000025185,Loxl4,1450134_at
ENSMUSG00000005150,Wdr83,1418732_s_at
ENSMUSG00000018415,Gid4,1420661_a_at
ENSMUSG00000018415,Gid4,1420662_at
ENSMUSG00000018415,Gid4,1427067_at
ENSMUSG00000018415,Gid4,1438006_at
ENSMUSG00000018415,Gid4,1427066_a_at
ENSMUSG00000018415,Gid4,1427065_at
ENSMUSG00000018415,Gid4,1427068_x_at
ENSMUSG00000024096,Ralbp1,1448634_at
ENSMUSG00000024096,Ralbp1,1417248_at
ENSMUSG00000021196,Pfkp,1416069_at
ENSMUSG00000021196,Pfkp,1430634_a_at
ENSMUSG00000021196,Pfkp,1437759_at
ENSMUSG00000049791,Fzd4,1434756_at
ENSMUSG00000049791,Fzd4,1419301_at
ENSMUSG00000049791,Fzd4,1449416_at
ENSMUSG00000020537,Drg2,1417692_at
ENSMUSG00000039405,Prss23,1431057_a_at
ENSMUSG00000039405,Prss23,1437671_x_at
ENSMUSG00000039405,Prss23,1446560_at
ENSMUSG00000071644,Eef1g,1417364_at
ENSMUSG00000059355,Wdr83os,1424117_at
ENSMUSG00000054428,Atpif1,1448770_a_at
ENSMUSG00000034501,Pcnx4,1453020_at
ENSMUSG00000034501,Pcnx4,1426991_at
ENSMUSG00000026519,Tmem63a,1423871_at
ENSMUSG00000005142,Man2b1,1436781_at
ENSMUSG00000005142,Man2b1,1416340_a_at
ENSMUSG00000030623,Prss23os,1430956_at
ENSMUSG00000069833,Ahnak,1452217_at
ENSMUSG00000069833,Ahnak,1428057_a_at
ENSMUSG00000069833,Ahnak,1429866_at
ENSMUSG00000069833,Ahnak,1428058_at
ENSMUSG00000060601,Nr1h2,1416353_at
ENSMUSG00000007029,Vars,1448472_at
ENSMUSG00000079608,Stard6,1426317_at
ENSMUSG00000024653,Scgb1a1,1452543_a_at
ENSMUSG00000024654,Asrgl1,1424396_a_at
ENSMUSG00000024654,Asrgl1,1460360_at
ENSMUSG00000024654,Asrgl1,1424395_at
ENSMUSG00000024654,Asrgl1,1443960_at
ENSMUSG00000000628,Hk2,1422612_at
ENSMUSG00000104074,Gm37025,1422156_a_at
ENSMUSG00000038543,BC028528,1427996_at
ENSMUSG00000038543,BC028528,1445301_at
ENSMUSG00000114184,Gm7143,1422156_a_at
ENSMUSG00000043319,Cox8c,1455167_at
ENSMUSG00000117804,Gm6252,1419364_a_at
ENSMUSG00000067608,Pcna-ps2,1417947_at
ENSMUSG00000021094,Dhrs7,1426440_at
ENSMUSG00000015750,Aph1a,1451554_a_at
ENSMUSG00000015750,Aph1a,1424980_s_at
ENSMUSG00000015750,Aph1a,1424979_at
ENSMUSG00000028552,Eps15,1419252_at
ENSMUSG00000028552,Eps15,1419251_at
ENSMUSG00000044550,Tceal3,1450961_a_at
ENSMUSG00000037921,Ddx60,1451777_at
ENSMUSG00000037921,Ddx60,1439114_at
ENSMUSG00000021096,Ppm1a,1415678_at
ENSMUSG00000021096,Ppm1a,1451943_a_at
ENSMUSG00000021096,Ppm1a,1452989_at
ENSMUSG00000021096,Ppm1a,1428978_at
ENSMUSG00000021096,Ppm1a,1429500_at
ENSMUSG00000021096,Ppm1a,1453171_s_at
ENSMUSG00000021096,Ppm1a,1429501_s_at
ENSMUSG00000021096,Ppm1a,1425537_at
ENSMUSG00000020289,Nprl3,1433548_at
ENSMUSG00000030335,Mrpl51,1416878_at
ENSMUSG00000030335,Mrpl51,1416877_a_at
ENSMUSG00000030335,Mrpl51,1416879_at
ENSMUSG00000028173,Wls,1423824_at
ENSMUSG00000028173,Wls,1423825_at
ENSMUSG00000028173,Wls,1437434_a_at
ENSMUSG00000004151,Etv1,1422607_at
ENSMUSG00000004151,Etv1,1439906_at
ENSMUSG00000004151,Etv1,1450684_at
ENSMUSG00000004151,Etv1,1445314_at
ENSMUSG00000049536,Tceal1,1424634_at
ENSMUSG00000038388,Mpp6,1449348_at
ENSMUSG00000038425,Poli,1449098_a_at
ENSMUSG00000022304,Dpys,1425689_at
ENSMUSG00000022304,Dpys,1425688_a_at
ENSMUSG00000022304,Dpys,1436291_a_at
ENSMUSG00000070034,Sp110,1429563_x_at
ENSMUSG00000070034,Sp110,1429562_at
ENSMUSG00000070034,Sp110,1456493_at
ENSMUSG00000118383,Gm50321,1423071_x_at
ENSMUSG00000023074,Mospd1,1424280_at
ENSMUSG00000024660,Incenp,1439436_x_at
ENSMUSG00000024660,Incenp,1423093_at
ENSMUSG00000024660,Incenp,1423092_at
ENSMUSG00000031635,Anxa10,1449426_a_at
ENSMUSG00000031635,Anxa10,1430443_at
ENSMUSG00000025925,Terf1,1418380_at
ENSMUSG00000025925,Terf1,1431332_a_at
ENSMUSG00000025925,Terf1,1443527_at
ENSMUSG00000038526,Car14,1450725_s_at
ENSMUSG00000024098,Twsg1,1426073_at
ENSMUSG00000024098,Twsg1,1426179_a_at
ENSMUSG00000024098,Twsg1,1421832_at
ENSMUSG00000024098,Twsg1,1450388_s_at
ENSMUSG00000031422,Morf4l2,1415778_at
ENSMUSG00000031422,Morf4l2,1456743_x_at
ENSMUSG00000031422,Morf4l2,1439432_x_at
ENSMUSG00000031422,Morf4l2,1439413_x_at
ENSMUSG00000115367,Gm33301,1431868_at
ENSMUSG00000033808,Tmem87a,1424454_at
ENSMUSG00000022306,Zfpm2,1449314_at
ENSMUSG00000022306,Zfpm2,1419012_at
ENSMUSG00000020792,Exoc7,1434865_a_at
ENSMUSG00000030683,Sez6l2,1434641_x_at
ENSMUSG00000030683,Sez6l2,1423983_at
ENSMUSG00000025764,Jade1,1426752_at
ENSMUSG00000025764,Jade1,1452179_at
ENSMUSG00000025764,Jade1,1426753_at
ENSMUSG00000025764,Jade1,1452180_at
ENSMUSG00000007030,Vwa7,1450230_at
ENSMUSG00000021431,Snrnp48,1437180_at
ENSMUSG00000021431,Snrnp48,1423633_at
ENSMUSG00000021431,Snrnp48,1429908_at
ENSMUSG00000021431,Snrnp48,1425319_s_at
ENSMUSG00000022469,Rapgef3,1424471_at
ENSMUSG00000022469,Rapgef3,1424470_a_at
ENSMUSG00000022469,Rapgef3,1437012_x_at
ENSMUSG00000034390,Cmip,1427980_at
ENSMUSG00000038776,Ephx1,1422438_at
ENSMUSG00000032295,Man2c1,1423688_at
ENSMUSG00000032295,Man2c1,1423687_a_at
ENSMUSG00000024513,Mbd2,1425803_a_at
ENSMUSG00000024513,Mbd2,1417165_at
ENSMUSG00000068324,Gm10029,1417317_s_at
ENSMUSG00000034647,Ankrd12,1450168_at
ENSMUSG00000024661,Fth1,1427021_s_at
ENSMUSG00000024661,Fth1,1448771_a_at
ENSMUSG00000050777,Tmem37,1417611_at
ENSMUSG00000113412,Gm5191,1423040_at
ENSMUSG00000039004,Bmp6,1450759_at
ENSMUSG00000117810,Gm8934,1423665_a_at
ENSMUSG00000118271,Gm50262,1415746_at
ENSMUSG00000060534,Dcc,1422162_at
ENSMUSG00000060534,Dcc,1441572_at
ENSMUSG00000060534,Dcc,1440487_at
ENSMUSG00000025188,Hps1,1459827_x_at
ENSMUSG00000025188,Hps1,1448408_at
ENSMUSG00000028397,Kdm4c,1424458_at
ENSMUSG00000018595,Glra4,1451937_at
ENSMUSG00000081937,Gm14599,1422011_s_at
ENSMUSG00000036185,Sapcd1,1422952_at
ENSMUSG00000041134,Cyyr1,1452019_at
ENSMUSG00000041134,Cyyr1,1435701_at
ENSMUSG00000041750,Cd1d2,1421647_at
ENSMUSG00000031425,Plp1,1451718_at
ENSMUSG00000031425,Plp1,1425467_a_at
ENSMUSG00000031425,Plp1,1425468_at
ENSMUSG00000031696,Vps35,1415783_at
ENSMUSG00000031696,Vps35,1415784_at
ENSMUSG00000024099,Ndufv2,1452692_a_at
ENSMUSG00000024099,Ndufv2,1428179_at
ENSMUSG00000024099,Ndufv2,1438159_x_at
ENSMUSG00000089698,Gm2541,1434035_at
ENSMUSG00000116972,Gm6278,1419441_at
ENSMUSG00000022893,Adamts1,1450716_at
ENSMUSG00000043716,Rpl7,1426162_a_at
ENSMUSG00000043716,Rpl7,1415979_x_at
ENSMUSG00000028076,Cd1d1,1449131_s_at
ENSMUSG00000028076,Cd1d1,1449130_at
ENSMUSG00000028398,Dmac1,1423317_at
ENSMUSG00000081844,Gm11241,1433984_a_at
ENSMUSG00000062081,Gm6055,1415930_a_at
ENSMUSG00000024515,Smad4,1422487_at
ENSMUSG00000024515,Smad4,1422486_a_at
ENSMUSG00000024515,Smad4,1422485_at
ENSMUSG00000054405,Dnajc8,1431123_s_at
ENSMUSG00000054405,Dnajc8,1452683_at
ENSMUSG00000047446,Arl4a,1431429_a_at
ENSMUSG00000047446,Arl4a,1425411_at
ENSMUSG00000047446,Arl4a,1435092_at
ENSMUSG00000022894,Adamts5,1450658_at
ENSMUSG00000022894,Adamts5,1456404_at
ENSMUSG00000022894,Adamts5,1441389_at
ENSMUSG00000022894,Adamts5,1422561_at
ENSMUSG00000026516,Nvl,1453018_at
ENSMUSG00000026516,Nvl,1448047_at
ENSMUSG00000026516,Nvl,1453019_at
ENSMUSG00000097075,Cdiptos,1436255_at
ENSMUSG00000024101,Washc1,1451404_at
ENSMUSG00000024101,Washc1,1424597_at
ENSMUSG00000021490,Slc34a1,1423279_at
ENSMUSG00000021490,Slc34a1,1427627_at
ENSMUSG00000002204,Napsa,1423590_at
ENSMUSG00000036941,Elac1,1453061_at
ENSMUSG00000036941,Elac1,1421417_s_at
ENSMUSG00000036941,Elac1,1419228_at
ENSMUSG00000030337,Vamp1,1421862_a_at
ENSMUSG00000030337,Vamp1,1421863_at
ENSMUSG00000030337,Vamp1,1453647_at
ENSMUSG00000025921,Rdh10,1426968_a_at
ENSMUSG00000025921,Rdh10,1460632_at
ENSMUSG00000024556,Me2,1426573_at
ENSMUSG00000024556,Me2,1426572_at
ENSMUSG00000099062,Mir7077,1427980_at
ENSMUSG00000034330,Plcg2,1426926_at
ENSMUSG00000009995,Taz,1416207_at
ENSMUSG00000007035,Msh5,1449537_at
ENSMUSG00000007035,Msh5,1430771_a_at
ENSMUSG00000052299,Ltn1,1427950_at
ENSMUSG00000052299,Ltn1,1429886_at
ENSMUSG00000052299,Ltn1,1427949_at
ENSMUSG00000052299,Ltn1,1452612_at
ENSMUSG00000052299,Ltn1,1452611_at
ENSMUSG00000062169,Cnih4,1429763_at
ENSMUSG00000062169,Cnih4,1436436_at
ENSMUSG00000054423,Cadps,1448955_s_at
ENSMUSG00000034308,Sdr42e1,1427082_at
ENSMUSG00000038213,Tapbpl,1451544_at
ENSMUSG00000038213,Tapbpl,1424961_at
ENSMUSG00000034227,Foxj1,1425291_at
ENSMUSG00000021099,Six6,1419408_at
ENSMUSG00000035666,Gtf3c4,1438692_at
ENSMUSG00000035666,Gtf3c4,1434320_at
ENSMUSG00000044444,Pfn3,1453962_at
ENSMUSG00000030336,Cd27,1452389_at
ENSMUSG00000052551,Adarb2,1421300_at
ENSMUSG00000052551,Adarb2,1458670_at
ENSMUSG00000052551,Adarb2,1458112_at
ENSMUSG00000017176,Nt5c3b,1430559_at
ENSMUSG00000017176,Nt5c3b,1451180_a_at
ENSMUSG00000017176,Nt5c3b,1449633_s_at
ENSMUSG00000051367,Six1,1427277_at
ENSMUSG00000031697,Orc6,1417037_at
ENSMUSG00000034460,Six4,1456862_at
ENSMUSG00000034460,Six4,1439753_x_at
ENSMUSG00000034460,Six4,1427701_a_at
ENSMUSG00000034460,Six4,1425767_a_at
ENSMUSG00000002565,Scin,1450276_a_at
ENSMUSG00000067702,Tuba3a,1448296_x_at
ENSMUSG00000067702,Tuba3a,1416311_s_at
ENSMUSG00000036223,Ska1,1425184_at
ENSMUSG00000036223,Ska1,1432179_x_at
ENSMUSG00000036223,Ska1,1450496_a_at
ENSMUSG00000041079,Rwdd2b,1419760_a_at
ENSMUSG00000049281,Scn3b,1426328_a_at
ENSMUSG00000049281,Scn3b,1435767_at
ENSMUSG00000072421,Gm10357,1433507_a_at
ENSMUSG00000021492,F12,1420496_at
ENSMUSG00000025616,Usp16,1431951_a_at
ENSMUSG00000029821,Gsdme,1421534_at
ENSMUSG00000029821,Gsdme,1417903_at
ENSMUSG00000062785,Kcnc3,1421981_at
ENSMUSG00000062785,Kcnc3,1440861_a_at
ENSMUSG00000062785,Kcnc3,1421980_at
ENSMUSG00000024560,Cxxc1,1454106_a_at
ENSMUSG00000024560,Cxxc1,1452221_a_at
ENSMUSG00000031844,Hsd17b2,1418352_at
ENSMUSG00000117682,Gm18379,1416155_at
ENSMUSG00000024663,Rab3il1,1425133_s_at
ENSMUSG00000024663,Rab3il1,1428391_at
ENSMUSG00000024663,Rab3il1,1456442_at
ENSMUSG00000031843,Mphosph6,1423848_at
ENSMUSG00000021754,Map3k1,1424850_at
ENSMUSG00000054162,Spock3,1449979_a_at
ENSMUSG00000024561,Mbd1,1430837_a_at
ENSMUSG00000024561,Mbd1,1453678_at
ENSMUSG00000024561,Mbd1,1430838_x_at
ENSMUSG00000024561,Mbd1,1417968_a_at
ENSMUSG00000024561,Mbd1,1437061_at
ENSMUSG00000020287,Mpg,1417571_at
ENSMUSG00000020287,Mpg,1417572_at
ENSMUSG00000020287,Mpg,1442302_at
ENSMUSG00000031925,Maml2,1427926_at
ENSMUSG00000082433,Gm9025,1448561_at
ENSMUSG00000021103,Mnat1,1432177_a_at
ENSMUSG00000114429,Gm9025,1448561_at
ENSMUSG00000055609,Hba-x,1448716_at
ENSMUSG00000025613,Cct8,1415785_a_at
ENSMUSG00002075655,,1427926_at
ENSMUSG00000001558,Klhl10,1423497_at
ENSMUSG00000030374,Strn4,1426209_at
ENSMUSG00000000627,Sema4f,1439768_x_at
ENSMUSG00000000627,Sema4f,1419328_at
ENSMUSG00000048732,Klhl11,1427218_at
ENSMUSG00000034442,Trmt5,1452086_at
ENSMUSG00000069919,Hba-a1,1428361_x_at
ENSMUSG00000069919,Hba-a1,1452757_s_at
ENSMUSG00000025189,Cnnm1,1420354_at
ENSMUSG00000025189,Cnnm1,1443170_at
ENSMUSG00000025189,Cnnm1,1441312_at
ENSMUSG00000032299,Commd4,1417006_at
ENSMUSG00000069917,Hba-a2,1428361_x_at
ENSMUSG00000069917,Hba-a2,1452757_s_at
ENSMUSG00000011877,Git1,1454759_at
ENSMUSG00000031841,Cdh13,1434115_at
ENSMUSG00000031841,Cdh13,1423551_at
ENSMUSG00000031841,Cdh13,1454015_a_at
ENSMUSG00000031841,Cdh13,1431824_at
ENSMUSG00000025190,Got1,1450970_at
ENSMUSG00000081534,Slc48a1,1450409_a_at
ENSMUSG00000081534,Slc48a1,1450410_a_at
ENSMUSG00000007041,Clic1,1416656_at
ENSMUSG00000001627,Ifrd1,1416067_at
ENSMUSG00000038991,Txndc5,1451091_at
ENSMUSG00000038991,Txndc5,1423746_at
ENSMUSG00000028557,Rnf11,1442048_at
ENSMUSG00000028557,Rnf11,1426405_at
ENSMUSG00000028557,Rnf11,1452058_a_at
ENSMUSG00000028557,Rnf11,1426404_a_at
ENSMUSG00000022307,Oxr1,1418501_a_at
ENSMUSG00000022307,Oxr1,1418502_a_at
ENSMUSG00000022307,Oxr1,1438599_at
ENSMUSG00000030339,Ltbr,1416435_at
ENSMUSG00000044220,Nkx2-3,1452528_a_at
ENSMUSG00000044220,Nkx2-3,1425827_at
ENSMUSG00000040414,Slc25a28,1424776_a_at
ENSMUSG00000032582,Rbm6,1452466_a_at
ENSMUSG00000032582,Rbm6,1417213_a_at
ENSMUSG00000031125,3830403N18Rik,1422011_s_at
ENSMUSG00000034780,B3galt1,1450530_at
ENSMUSG00000034780,B3galt1,1441396_at
ENSMUSG00000034780,B3galt1,1422206_at
ENSMUSG00000034780,B3galt1,1455234_at
ENSMUSG00000025610,Map3k7cl,1451810_at
ENSMUSG00000031839,Hsbp1,1451162_at
ENSMUSG00000031839,Hsbp1,1423906_at
ENSMUSG00000024664,Fads3,1418773_at
ENSMUSG00000024664,Fads3,1449219_at
ENSMUSG00000024664,Fads3,1435910_at
ENSMUSG00000117010,Gm49933,1425780_a_at
ENSMUSG00000082253,Gm14639,1427432_a_at
ENSMUSG00000007039,Ddah2,1416457_at
ENSMUSG00000028551,Cdkn2c,1416868_at
ENSMUSG00000030041,M1ap,1449358_at
ENSMUSG00000025612,Bach1,1440831_at
ENSMUSG00000025612,Bach1,1449311_at
ENSMUSG00000044328,Trp53i13,1455315_at
ENSMUSG00000026805,Barhl1,1418811_at
ENSMUSG00000026805,Barhl1,1418812_a_at
ENSMUSG00000010517,Faf1,1434370_s_at
ENSMUSG00000010517,Faf1,1418242_at
ENSMUSG00000068335,Dok1,1417790_at
ENSMUSG00000095419,Gm14328,1416021_a_at
ENSMUSG00000095419,Gm14328,1416022_at
ENSMUSG00000022935,Grik1,1427676_a_at
ENSMUSG00000025885,Myo5b,1452298_a_at
ENSMUSG00000025885,Myo5b,1437698_at
ENSMUSG00000000686,Abhd15,1453474_at
ENSMUSG00000016487,Ppfibp1,1445577_at
ENSMUSG00000016487,Ppfibp1,1420328_at
ENSMUSG00000016487,Ppfibp1,1452759_s_at
ENSMUSG00000059834,Sclt1,1427493_at
ENSMUSG00000002881,Nab1,1438819_at
ENSMUSG00000002881,Nab1,1417624_at
ENSMUSG00000002881,Nab1,1448781_at
ENSMUSG00000092586,Ly6g6c,1422749_at
ENSMUSG00000081620,Gm14633,1460175_at
ENSMUSG00000035983,Gm7008,1431737_at
ENSMUSG00000083773,Gm13394,AFFX-GapdhMur/M32599_5_at
ENSMUSG00000044348,Slc25a53,1459914_at
ENSMUSG00000062646,Ganc,1436385_at
ENSMUSG00000062646,Ganc,1431063_at
ENSMUSG00000034435,Tmem30b,1433579_at
ENSMUSG00000073413,Ly6g6d,1450774_at
ENSMUSG00000025192,Entpd7,1435625_at
ENSMUSG00000025192,Entpd7,1431179_at
ENSMUSG00000025192,Entpd7,1436623_at
ENSMUSG00000025192,Entpd7,1432068_a_at
ENSMUSG00000028886,Eya3,1425989_a_at
ENSMUSG00000028886,Eya3,1420933_a_at
ENSMUSG00000028886,Eya3,1435443_at
ENSMUSG00000021741,Gm5457,1416337_at
ENSMUSG00000021846,Peli2,1437181_at
ENSMUSG00000021846,Peli2,1436966_at
ENSMUSG00000021846,Peli2,1419006_s_at
ENSMUSG00000100007,Gm5527,1425048_a_at
ENSMUSG00000058665,En1,1418618_at
ENSMUSG00000030682,Cdipt,1436715_s_at
ENSMUSG00000030682,Cdipt,1423657_at
ENSMUSG00000007036,Abhd16a,1460709_a_at
ENSMUSG00000007036,Abhd16a,1415732_at
ENSMUSG00000031428,Zcchc18,1425293_a_at
ENSMUSG00000024665,Fads2,1419031_at
ENSMUSG00000024665,Fads2,1449325_at
ENSMUSG00000020272,Stk10,1417751_at
ENSMUSG00000074064,Mlycd,1449964_a_at
ENSMUSG00000056296,Synpr,1423640_at
ENSMUSG00000031918,Mtmr2,1425459_at
ENSMUSG00000031918,Mtmr2,1425460_at
ENSMUSG00000030555,Ttc23,1448902_at
ENSMUSG00000053626,Tll1,1420753_at
ENSMUSG00000052949,Rnf157,1454953_at
ENSMUSG00000052949,Rnf157,1434427_a_at
ENSMUSG00000052949,Rnf157,1434902_at
ENSMUSG00000015749,Anp32e,1420592_a_at
ENSMUSG00000015749,Anp32e,1451356_at
ENSMUSG00000040018,Cox15,1426693_x_at
ENSMUSG00000040018,Cox15,1452146_a_at
ENSMUSG00000040018,Cox15,1437982_x_at
ENSMUSG00000040018,Cox15,1460376_a_at
ENSMUSG00000019087,Atp6ap1,1449622_s_at
ENSMUSG00000038733,Wdr26,1435478_at
ENSMUSG00000038733,Wdr26,1423962_at
