EnsemblID,GeneName,ID
ENSMUSG00000056537,Rlim,1459176_at
ENSMUSG00000039830,Olig2,1416232_at
ENSMUSG00000068105,Tnfrsf13c,1419307_at
ENSMUSG00000046160,Olig1,1416149_at
ENSMUSG00000024270,Slc39a6,1424675_at
ENSMUSG00000024270,Slc39a6,1424674_at
ENSMUSG00000069308,H2bc22,1427762_x_at
ENSMUSG00000069308,H2bc22,1452540_a_at
ENSMUSG00000069307,H2bc23,1425398_at
ENSMUSG00000069307,H2bc23,1452540_a_at
ENSMUSG00000048138,Dmrt2,1426867_at
ENSMUSG00000022367,Has2,1418678_at
ENSMUSG00000022367,Has2,1449169_at
ENSMUSG00000022708,Zbtb20,1437066_at
ENSMUSG00000022708,Zbtb20,1437598_at
ENSMUSG00000022708,Zbtb20,1437065_at
ENSMUSG00000022708,Zbtb20,1439278_at
ENSMUSG00000022708,Zbtb20,1438443_at
ENSMUSG00000022708,Zbtb20,1451577_at
ENSMUSG00000022708,Zbtb20,1439128_at
ENSMUSG00000022708,Zbtb20,1422064_a_at
ENSMUSG00002075597,,1452540_a_at
ENSMUSG00000069306,H4c17,1422948_s_at
ENSMUSG00000004788,Eif2b2,1434538_x_at
ENSMUSG00000004788,Eif2b2,1451136_a_at
ENSMUSG00000004788,Eif2b2,1437428_x_at
ENSMUSG00000069305,H4c18,1422948_s_at
ENSMUSG00000024875,Yif1a,1423939_a_at
ENSMUSG00000024875,Yif1a,1423940_at
ENSMUSG00000094777,H2ac24,1438009_at
ENSMUSG00000046434,Hnrnpa1,1430019_a_at
ENSMUSG00000046434,Hnrnpa1,1430020_x_at
ENSMUSG00000046434,Hnrnpa1,1423531_a_at
ENSMUSG00000046434,Hnrnpa1,1455305_x_at
ENSMUSG00000046434,Hnrnpa1,1436549_a_at
ENSMUSG00002076367,,1452540_a_at
ENSMUSG00000069303,H2bc24,1425398_at
ENSMUSG00000069303,H2bc24,1452540_a_at
ENSMUSG00000024617,Camk2a,1452453_a_at
ENSMUSG00000024617,Camk2a,1457311_at
ENSMUSG00000024617,Camk2a,1442707_at
ENSMUSG00000024617,Camk2a,1437125_at
ENSMUSG00000096942,Rps19-ps6,1449243_a_at
ENSMUSG00000094759,Gm10487,1422618_x_at
ENSMUSG00000094759,Gm10487,1422617_at
ENSMUSG00000094391,Btbd35f29,1424537_at
ENSMUSG00000021662,Arhgef28,1419458_at
ENSMUSG00000021662,Arhgef28,1419457_at
ENSMUSG00000021662,Arhgef28,1431161_at
ENSMUSG00000046449,Nexmif,1419968_at
ENSMUSG00000046449,Nexmif,1457046_s_at
ENSMUSG00000046449,Nexmif,1440910_at
ENSMUSG00000035283,Adrb1,1423420_at
ENSMUSG00000024873,Cnih2,1417524_at
ENSMUSG00000118441,Btbd35f26,1424537_at
ENSMUSG00000039942,Ptger4,1424208_at
ENSMUSG00000039942,Ptger4,1421073_a_at
ENSMUSG00000118465,Btbd35f19,1424537_at
ENSMUSG00000035173,Ccdc186,1431131_s_at
ENSMUSG00000035173,Ccdc186,1436073_at
ENSMUSG00000118431,Btbd35f25,1424537_at
ENSMUSG00000118402,Btbd35f22,1424537_at
ENSMUSG00000031289,Il13ra2,1422177_at
ENSMUSG00000022366,Slc22a22,1425207_at
ENSMUSG00000024870,Rab1b,1424064_at
ENSMUSG00000021024,Psma6,1416506_at
ENSMUSG00000021024,Psma6,1437144_x_at
ENSMUSG00000081824,Ndufs5-ps,1416495_s_at
ENSMUSG00000082570,Gm15711,1448740_at
ENSMUSG00000005864,Cnga2,1422181_at
ENSMUSG00000058794,Nfe2,1452001_at
ENSMUSG00000037896,Rcor1,1454932_at
ENSMUSG00000037896,Rcor1,1434336_s_at
ENSMUSG00000037896,Rcor1,1437545_at
ENSMUSG00000022672,Prkdc,1451576_at
ENSMUSG00000024619,Cdx1,1449582_at
ENSMUSG00000024862,Klc2,1418214_at
ENSMUSG00000096194,Btbd35f2,1424537_at
ENSMUSG00000033343,Magea4,1450594_at
ENSMUSG00000118459,Btbd35f1,1424537_at
ENSMUSG00000024271,Elp2,1438179_s_at
ENSMUSG00000024271,Elp2,1415774_at
ENSMUSG00000067262,Vmn1r239-ps,1422379_x_at
ENSMUSG00000031333,Abcb7,1435006_s_at
ENSMUSG00000031333,Abcb7,1427490_at
ENSMUSG00000021245,Mlh3,1426052_at
ENSMUSG00000068101,Cenpm,1418184_at
ENSMUSG00000083327,Vcp-rs,1423030_at
ENSMUSG00000099711,Btbd35f21,1424537_at
ENSMUSG00000117710,Gm10817,1431487_at
ENSMUSG00000024855,Pacs1,1435762_at
ENSMUSG00000031340,Gabre,1421629_at
ENSMUSG00000118409,Btbd35f5,1424537_at
ENSMUSG00000021025,Nfkbia,1448306_at
ENSMUSG00000021025,Nfkbia,1420088_at
ENSMUSG00000021025,Nfkbia,1438157_s_at
ENSMUSG00000021025,Nfkbia,1449731_s_at
ENSMUSG00000101500,Btbd35f12,1424537_at
ENSMUSG00000022365,Derl1,1415693_at
ENSMUSG00000022365,Derl1,1437723_s_at
ENSMUSG00000022365,Derl1,1423082_at
ENSMUSG00000022365,Derl1,1433563_s_at
ENSMUSG00000063129,Aldoart2,1423498_at
ENSMUSG00000045440,Insm2,1422269_at
ENSMUSG00000045440,Insm2,1437781_at
ENSMUSG00000079297,Gm2223,1421895_at
ENSMUSG00000008822,Acyp1,1450095_a_at
ENSMUSG00000008822,Acyp1,1421022_x_at
ENSMUSG00000008822,Acyp1,1439013_x_at
ENSMUSG00000101294,Btbd35f15,1424537_at
ENSMUSG00000039616,Mocos,1429352_at
ENSMUSG00000060992,Copz1,1451825_a_at
ENSMUSG00000020580,Rock2,1451041_at
ENSMUSG00000020580,Rock2,1423592_at
ENSMUSG00000006179,Prss16,1448355_at
ENSMUSG00000024620,Pdgfrb,1436970_a_at
ENSMUSG00000024620,Pdgfrb,1417148_at
ENSMUSG00000095934,Btbd35f13,1424537_at
ENSMUSG00000078324,Btbd35f14,1424537_at
ENSMUSG00000063234,Gpr84,1420591_at
ENSMUSG00000096915,Btbd35f6,1424537_at
ENSMUSG00000000552,Zfp385a,1418865_at
ENSMUSG00000024853,Sf3b2,1433461_at
ENSMUSG00000024853,Sf3b2,1456040_at
ENSMUSG00000024853,Sf3b2,1453123_at
ENSMUSG00000024853,Sf3b2,1456352_a_at
ENSMUSG00000024853,Sf3b2,1438637_x_at
ENSMUSG00000024853,Sf3b2,1429362_a_at
ENSMUSG00000118429,Btbd35f9,1424537_at
ENSMUSG00000118438,Btbd35f8,1424537_at
ENSMUSG00000084363,Gm2288,1422618_x_at
ENSMUSG00000084363,Gm2288,1422617_at
ENSMUSG00000005705,Agrp,1421690_s_at
ENSMUSG00000022705,Drd3,1422278_at
ENSMUSG00000031343,Gabra3,1421263_at
ENSMUSG00000031343,Gabra3,1436957_at
ENSMUSG00002076329,,1452540_a_at
ENSMUSG00000110686,Gm45855,1422156_a_at
ENSMUSG00000038604,Ripor1,1424239_at
ENSMUSG00000022671,Mzt2,1452591_a_at
ENSMUSG00000071637,Cebpd,1423233_at
ENSMUSG00000073247,Gm10486,1422618_x_at
ENSMUSG00000073247,Gm10486,1422617_at
ENSMUSG00000022704,Qtrt2,1421320_a_at
ENSMUSG00000022704,Qtrt2,1451199_at
ENSMUSG00000024621,Csf1r,1419873_s_at
ENSMUSG00000024621,Csf1r,1423593_a_at
ENSMUSG00000024621,Csf1r,1419872_at
ENSMUSG00000062727,H2bc12,1452540_a_at
ENSMUSG00000060639,H4c9,1424854_at
ENSMUSG00000060639,H4c9,1422948_s_at
ENSMUSG00002075113,,1452540_a_at
ENSMUSG00000069300,H2bc11,1452540_a_at
ENSMUSG00000038498,Catsper1,1426281_at
ENSMUSG00000097333,Zfp87,1418291_at
ENSMUSG00000005698,Ctcf,1418330_at
ENSMUSG00000005698,Ctcf,1449042_at
ENSMUSG00000024846,Cst6,1427910_at
ENSMUSG00000045064,Zc2hc1c,1443874_at
ENSMUSG00000045064,Zc2hc1c,1439391_at
ENSMUSG00000045064,Zc2hc1c,1453602_at
ENSMUSG00000000555,Itga5,1423267_s_at
ENSMUSG00000000555,Itga5,1423268_at
ENSMUSG00000095899,Gm2318,1422618_x_at
ENSMUSG00000095899,Gm2318,1422617_at
ENSMUSG00000022971,Ifnar2,1427691_a_at
ENSMUSG00000022971,Ifnar2,1440169_x_at
ENSMUSG00000022971,Ifnar2,1451462_a_at
ENSMUSG00000080021,Gm5915,1424269_a_at
ENSMUSG00000080021,Gm5915,1434396_a_at
ENSMUSG00000031344,Gabrq,1421536_at
ENSMUSG00000034290,Nek9,1424094_at
ENSMUSG00000034290,Nek9,1460744_at
ENSMUSG00000025081,Tdrd1,1421513_at
ENSMUSG00000024622,Hmgxb3,1418044_at
ENSMUSG00000021938,Pspc1,1423193_at
ENSMUSG00000021938,Pspc1,1423192_at
ENSMUSG00000021277,Traf3,1449149_at
ENSMUSG00000021277,Traf3,1418587_at
ENSMUSG00000021510,Zfp729a,1442654_at
ENSMUSG00000021510,Zfp729a,1458072_at
ENSMUSG00000021510,Zfp729a,1424752_x_at
ENSMUSG00000021510,Zfp729a,1440125_at
ENSMUSG00000021510,Zfp729a,1438491_x_at
ENSMUSG00000022456,Septin3,1439833_at
ENSMUSG00000022456,Septin3,1417414_at
ENSMUSG00000055639,Dach1,1433743_at
ENSMUSG00000055639,Dach1,1420694_a_at
ENSMUSG00000055639,Dach1,1420695_at
ENSMUSG00000054728,Phactr1,1439022_at
ENSMUSG00000054728,Phactr1,1454832_at
ENSMUSG00000054728,Phactr1,1456606_a_at
ENSMUSG00000073245,Gm14819,1422618_x_at
ENSMUSG00000073245,Gm14819,1422617_at
ENSMUSG00000034320,Slc26a2,1443882_at
ENSMUSG00000034320,Slc26a2,1427195_at
ENSMUSG00000034320,Slc26a2,1421145_at
ENSMUSG00000021248,Tmed10,1424708_at
ENSMUSG00000021248,Tmed10,1439462_x_at
ENSMUSG00000021248,Tmed10,1424707_at
ENSMUSG00000021248,Tmed10,1454688_x_at
ENSMUSG00000021248,Tmed10,1439444_x_at
ENSMUSG00000041974,Spidr,1451171_at
ENSMUSG00000034295,Fhod3,1435551_at
ENSMUSG00000045679,Pqlc3,1424906_at
ENSMUSG00000031592,Pcm1,1449120_a_at
ENSMUSG00000031592,Pcm1,1418524_at
ENSMUSG00000045092,S1pr1,1423571_at
ENSMUSG00000031347,Cetn2,1438647_x_at
ENSMUSG00000031347,Cetn2,1418579_at
ENSMUSG00000037531,Mrpl47,1443915_at
ENSMUSG00000037531,Mrpl47,1429054_at
ENSMUSG00000021278,Amn,1417920_at
ENSMUSG00000047676,Rpsa-ps10,1448245_at
ENSMUSG00000105779,Gm6439,1419543_a_at
ENSMUSG00000040123,Zmym5,1425577_at
ENSMUSG00000040123,Zmym5,1442007_at
ENSMUSG00000093701,Gm21970,1451462_a_at
ENSMUSG00000027776,Il12a,1425454_a_at
ENSMUSG00000041957,Pkp2,1460511_at
ENSMUSG00000041957,Pkp2,1449799_s_at
ENSMUSG00000041957,Pkp2,1429183_at
ENSMUSG00000022453,Naga,1449043_at
ENSMUSG00000021250,Fos,1423100_at
ENSMUSG00000022969,Il10rb,1419455_at
ENSMUSG00000037572,Wdhd1,1435114_at
ENSMUSG00000113368,Gm10054,1460175_at
ENSMUSG00000039167,Adgrl4,1418058_at
ENSMUSG00000039167,Adgrl4,1418059_at
ENSMUSG00000034271,Jdp2,1450350_a_at
ENSMUSG00000116782,Gm46562,1423210_a_at
ENSMUSG00000022701,Ccdc191,1427497_at
ENSMUSG00000048280,Zfp738,1453869_at
ENSMUSG00000048280,Zfp738,1424752_x_at
ENSMUSG00000034266,Batf,1419410_at
ENSMUSG00000034258,Flvcr2,1424123_at
ENSMUSG00000024844,Banf1,1421083_x_at
ENSMUSG00000024844,Banf1,1421082_s_at
ENSMUSG00000024844,Banf1,1421081_a_at
ENSMUSG00000033554,Dph5,1452839_at
ENSMUSG00000033554,Dph5,1439049_at
ENSMUSG00000038000,Acd,1420882_a_at
ENSMUSG00000021661,Ankra2,1441935_at
ENSMUSG00000021661,Ankra2,1430668_a_at
ENSMUSG00000031226,Pbdc1,1417921_at
ENSMUSG00000020571,Pdia6,1430983_at
ENSMUSG00000020571,Pdia6,1423648_at
ENSMUSG00000049687,Pheta2,1438202_at
ENSMUSG00000022452,Smdt1,1452584_at
ENSMUSG00000027673,Ndufb5,1448589_at
ENSMUSG00000027673,Ndufb5,1417102_a_at
ENSMUSG00000024575,Pde6a,1450415_at
ENSMUSG00000031349,Nsdhl,1416222_at
ENSMUSG00000022967,Ifnar1,1449026_at
ENSMUSG00000031591,Asah1,1416735_at
ENSMUSG00000031227,Magee1,1422431_at
ENSMUSG00000039148,Sart1,1448658_at
ENSMUSG00000039148,Sart1,1442284_at
ENSMUSG00000091957,Rps2-ps10,1422156_a_at
ENSMUSG00000048379,Socs4,1455142_at
ENSMUSG00000048379,Socs4,1421273_at
ENSMUSG00000048379,Socs4,1421275_s_at
ENSMUSG00000048379,Socs4,1421274_at
ENSMUSG00000024269,Tpgs2,1428189_at
ENSMUSG00000024269,Tpgs2,1453079_at
ENSMUSG00000085791,Rpl30-ps9,1418273_a_at
ENSMUSG00000095872,Gm15128,1427346_at
ENSMUSG00000054414,Slc30a7,1435717_at
ENSMUSG00000054414,Slc30a7,1450697_at
ENSMUSG00000072931,Gm15080,1427346_at
ENSMUSG00000071281,Zfp65,1424752_x_at
ENSMUSG00000028037,Ifi44,1423555_a_at
ENSMUSG00000033871,Ppargc1b,1449945_at
ENSMUSG00000063442,Gm7117,1435725_x_at
ENSMUSG00000031230,Fgf16,1420806_at
ENSMUSG00000022965,Ifngr2,1423558_at
ENSMUSG00000022965,Ifngr2,1423557_at
ENSMUSG00000072930,Gm15107,1427346_at
ENSMUSG00000044081,Zfp85os,1419335_at
ENSMUSG00000072929,Gm15109,1427346_at
ENSMUSG00000005699,Pard6a,1449100_at
ENSMUSG00000039146,Ifi44l,1425917_at
ENSMUSG00000039146,Ifi44l,1421596_s_at
ENSMUSG00000051133,Gm6293,1424364_a_at
ENSMUSG00000024914,Drap1,1451676_at
ENSMUSG00000079395,Gm15114,1427346_at
ENSMUSG00000022964,Tmem50b,1423707_at
ENSMUSG00000021252,Erg28,1454161_s_at
ENSMUSG00000090659,Zfp493,1420586_at
ENSMUSG00000031351,Zfp185,1420943_at
ENSMUSG00000031351,Zfp185,1420944_at
ENSMUSG00000022450,Ndufa6,1448427_at
ENSMUSG00000031590,Frg1,1417253_at
ENSMUSG00000097906,Gm9625,1419441_at
ENSMUSG00000021660,Btf3,1423839_a_at
ENSMUSG00000021660,Btf3,1449643_s_at
ENSMUSG00000048582,Gja3,1439793_at
ENSMUSG00000048582,Gja3,1422339_at
ENSMUSG00000094568,Smarce1-ps1,1422675_at
ENSMUSG00000061740,Cyp2d22,1419039_at
ENSMUSG00000061740,Cyp2d22,1419040_at
ENSMUSG00000053038,Gm6180,1448346_at
ENSMUSG00000053038,Gm6180,1455138_x_at
ENSMUSG00000013155,Enkd1,1434981_at
ENSMUSG00000047423,AI837181,1418775_at
ENSMUSG00002076078,,1426533_at
ENSMUSG00002076078,,1455035_s_at
ENSMUSG00000117771,Gm25432,1426533_at
ENSMUSG00000117771,Gm25432,1455035_s_at
ENSMUSG00000024912,Fosl1,1417488_at
ENSMUSG00000024912,Fosl1,1417487_at
ENSMUSG00000046352,Gjb2,1423271_at
ENSMUSG00000028036,Ptgfr,1449828_at
ENSMUSG00000028036,Ptgfr,1453924_a_at
ENSMUSG00000028036,Ptgfr,1446331_at
ENSMUSG00000028036,Ptgfr,1420349_at
ENSMUSG00000040055,Gjb6,1448397_at
ENSMUSG00000037148,Arhgap10,1426027_a_at
ENSMUSG00000078302,Foxd1,1418877_at
ENSMUSG00000078302,Foxd1,1418876_at
ENSMUSG00000022488,Nckap1l,1428787_at
ENSMUSG00000022488,Nckap1l,1428786_at
ENSMUSG00000021947,Cryl1,1447112_s_at
ENSMUSG00000021947,Cryl1,1416795_at
ENSMUSG00000021947,Cryl1,1430681_at
ENSMUSG00000024268,Celf4,1426929_at
ENSMUSG00000024268,Celf4,1452240_at
ENSMUSG00000024268,Celf4,1426930_at
ENSMUSG00000056900,Usp13,1455473_at
ENSMUSG00000056900,Usp13,1452442_at
ENSMUSG00000020566,Atp6v1c2,1430306_a_at
ENSMUSG00000114321,Gm8971,1436949_a_at
ENSMUSG00000033166,Dis3,1426609_at
ENSMUSG00000039763,Dnajc28,1420543_at
ENSMUSG00000039763,Dnajc28,1420542_at
ENSMUSG00000079845,Xlr4a,1430226_at
ENSMUSG00000079845,Xlr4a,1449347_a_at
ENSMUSG00000052459,Atp6v1a,1450634_at
ENSMUSG00000052459,Atp6v1a,1422508_at
ENSMUSG00000079387,Luzp4,1427346_at
ENSMUSG00000027963,Extl2,1422538_at
ENSMUSG00000027963,Extl2,1422539_at
ENSMUSG00000050335,Lgals3,1426808_at
ENSMUSG00000024134,Six2,1427436_at
ENSMUSG00000094806,Cyp2d10,1418113_at
ENSMUSG00000039131,Gipc2,1417178_at
ENSMUSG00000013150,Gfod2,1451429_at
ENSMUSG00000002307,Daxx,1419026_at
ENSMUSG00000040040,Ift88,1448652_at
ENSMUSG00000024911,Fibp,1422516_a_at
ENSMUSG00000024911,Fibp,1430171_at
ENSMUSG00000022789,Dnm1l,1452638_s_at
ENSMUSG00000022789,Dnm1l,1428086_at
ENSMUSG00000022789,Dnm1l,1428087_at
ENSMUSG00000022789,Dnm1l,1428008_at
ENSMUSG00000021281,Tnfaip2,1438855_x_at
ENSMUSG00000021281,Tnfaip2,1416273_at
ENSMUSG00000115463,Gm49356,1452184_at
ENSMUSG00000046636,Gm7729,1423531_a_at
ENSMUSG00000022150,Dab2,1430604_a_at
ENSMUSG00000022150,Dab2,1420498_a_at
ENSMUSG00000022150,Dab2,1423805_at
ENSMUSG00000022150,Dab2,1429693_at
ENSMUSG00000028140,Mrpl9,1430976_a_at
ENSMUSG00000028140,Mrpl9,1427297_at
ENSMUSG00000028140,Mrpl9,1437749_s_at
ENSMUSG00000024910,Ctsw,1422632_at
ENSMUSG00000069743,Zfp820,1455786_at
ENSMUSG00000069743,Zfp820,1425775_at
ENSMUSG00000051176,Zfp42,1418362_at
ENSMUSG00000022064,Pibf1,1430698_a_at
ENSMUSG00000022064,Pibf1,1431618_a_at
ENSMUSG00000022064,Pibf1,1454041_at
ENSMUSG00000028035,Dnajb4,1451177_at
ENSMUSG00000028035,Dnajb4,1431734_a_at
ENSMUSG00000033628,Pik3c3,1425580_a_at
ENSMUSG00000037415,Ranbp10,1424584_a_at
ENSMUSG00000037415,Ranbp10,1424585_at
ENSMUSG00000024909,Efemp2,1417018_at
ENSMUSG00000034617,Mtrr,1452110_at
ENSMUSG00000057836,Xlr3a,1420357_s_at
ENSMUSG00000027778,Ift80,1428329_a_at
ENSMUSG00000027778,Ift80,1427568_a_at
ENSMUSG00000048516,Adam26a,1425395_at
ENSMUSG00000050222,Il17d,1435714_x_at
ENSMUSG00000071267,Zfp942,1455433_at
ENSMUSG00000071267,Zfp942,1425085_at
ENSMUSG00000115071,Gm49026,1454041_at
ENSMUSG00000079058,Adam34,1428030_at
ENSMUSG00000007817,Zmiz1,1435740_at
ENSMUSG00000007817,Zmiz1,1444505_at
ENSMUSG00000007817,Zmiz1,1455984_at
ENSMUSG00000007817,Zmiz1,1456816_at
ENSMUSG00000053347,Zfp943,1434625_at
ENSMUSG00000053347,Zfp943,1430727_at
ENSMUSG00000031617,Tmem184c,1426628_at
ENSMUSG00000094885,Ott,1427346_at
ENSMUSG00000011179,Odc1,1427364_a_at
ENSMUSG00000011179,Odc1,1438761_a_at
ENSMUSG00000011179,Odc1,1437711_x_at
ENSMUSG00000063200,Nol7,1420487_at
ENSMUSG00000063200,Nol7,1420485_at
ENSMUSG00000063200,Nol7,1420486_at
ENSMUSG00000045038,Prkce,1452878_at
ENSMUSG00000045038,Prkce,1449956_at
ENSMUSG00000045038,Prkce,1437861_s_at
ENSMUSG00000031893,Tsnaxip1,1427018_at
ENSMUSG00000094941,Gm15093,1427346_at
ENSMUSG00000071379,Hpcal1,1448812_at
ENSMUSG00000017057,Il13ra1,1451775_s_at
ENSMUSG00000017057,Il13ra1,1427164_at
ENSMUSG00000017057,Il13ra1,1427165_at
ENSMUSG00000017057,Il13ra1,1454783_at
ENSMUSG00000031616,Ednra,1451691_at
ENSMUSG00000031616,Ednra,1460513_a_at
ENSMUSG00000031616,Ednra,1433525_at
ENSMUSG00000031616,Ednra,1440093_at
ENSMUSG00000024906,Mus81,1431885_a_at
ENSMUSG00000024906,Mus81,1450432_s_at
ENSMUSG00000021951,Eef1akmt1,1449072_a_at
ENSMUSG00000021951,Eef1akmt1,1418386_at
ENSMUSG00000021951,Eef1akmt1,1435270_x_at
ENSMUSG00000021951,Eef1akmt1,1435269_at
ENSMUSG00000036672,Cenpt,1426846_at
ENSMUSG00000073198,Bnip3l-ps,1416922_a_at
ENSMUSG00000091785,Rpl29-ps5,1455348_x_at
ENSMUSG00000046351,Zfp322a,1452374_at
ENSMUSG00000046351,Zfp322a,1439035_at
ENSMUSG00000117526,Gm41780,1429077_x_at
ENSMUSG00000117526,Gm41780,1455767_x_at
ENSMUSG00000005148,Klf5,1434025_at
ENSMUSG00000005148,Klf5,1451021_a_at
ENSMUSG00000005148,Klf5,1451739_at
ENSMUSG00000057455,Rit2,1448125_at
ENSMUSG00000057455,Rit2,1460166_at
ENSMUSG00000027962,Vcam1,1448162_at
ENSMUSG00000027962,Vcam1,1451314_a_at
ENSMUSG00000027962,Vcam1,1415989_at
ENSMUSG00000027962,Vcam1,1436003_at
ENSMUSG00000024308,Tapbp,1448705_at
ENSMUSG00000024308,Tapbp,1421812_at
ENSMUSG00000024308,Tapbp,1450378_at
ENSMUSG00000095621,Gm15085,1427346_at
ENSMUSG00000024261,Syt4,1415844_at
ENSMUSG00000024261,Syt4,1415845_at
ENSMUSG00000072294,Klf12,1422227_at
ENSMUSG00000072294,Klf12,1455521_at
ENSMUSG00000072294,Klf12,1439846_at
ENSMUSG00000072294,Klf12,1439847_s_at
ENSMUSG00000113646,Gm46313,1439113_at
ENSMUSG00000024576,Csnk1a1,1424827_a_at
ENSMUSG00000024576,Csnk1a1,1428537_at
ENSMUSG00000036442,Thap11,1416428_at
ENSMUSG00000020081,Tacr2,1422234_at
ENSMUSG00000036376,Abt1,1424751_at
ENSMUSG00000021282,Eif5,1433631_at
ENSMUSG00000021282,Eif5,1415723_at
ENSMUSG00000021282,Eif5,1454664_a_at
ENSMUSG00000021282,Eif5,1454663_at
ENSMUSG00000021282,Eif5,1456256_at
ENSMUSG00000072923,Gm10439,1427346_at
ENSMUSG00000022962,Gart,1416283_at
ENSMUSG00000022962,Gart,1424435_a_at
ENSMUSG00000022962,Gart,1459655_at
ENSMUSG00000022962,Gart,1424436_at
ENSMUSG00000000706,Btn1a1,1419175_a_at
ENSMUSG00000000706,Btn1a1,1425754_a_at
ENSMUSG00000000706,Btn1a1,1451824_at
ENSMUSG00000056201,Cfl1,1448346_at
ENSMUSG00000056201,Cfl1,1455138_x_at
ENSMUSG00000021952,Xpo4,1456396_at
ENSMUSG00000021952,Xpo4,1421054_at
ENSMUSG00000021952,Xpo4,1421055_at
ENSMUSG00000033972,Zfp944,1437911_at
ENSMUSG00000033972,Zfp944,1425085_at
ENSMUSG00000068696,Gpr88,1460327_at
ENSMUSG00000068696,Gpr88,1423171_at
ENSMUSG00000110057,Gm2225,1451068_s_at
ENSMUSG00000051390,Zbtb22,1448705_at
ENSMUSG00000037070,Rbmxl1,1416177_at
ENSMUSG00000034349,Smc4,1427276_at
ENSMUSG00000034349,Smc4,1427275_at
ENSMUSG00000034349,Smc4,1452197_at
ENSMUSG00000058328,Xlr5a,1443483_at
ENSMUSG00000058328,Xlr5a,1422933_at
ENSMUSG00000111875,Gm5425,1448808_a_at
ENSMUSG00000031511,Arhgef7,1424482_at
ENSMUSG00000031511,Arhgef7,1449066_a_at
ENSMUSG00000039031,Arhgap18,1426952_at
ENSMUSG00000039031,Arhgap18,1431133_at
ENSMUSG00000044501,Zfp758,1451902_at
ENSMUSG00000021536,Adcy2,1455462_at
ENSMUSG00000024140,Epas1,1435436_at
ENSMUSG00000024140,Epas1,1449888_at
ENSMUSG00000100937,Nscme3l,1422633_at
ENSMUSG00000024922,Ovol1,1419052_at
ENSMUSG00000024922,Ovol1,1419051_at
ENSMUSG00000067771,Pwwp4a,1429745_at
ENSMUSG00000114942,Gm49361,1419679_at
ENSMUSG00000071745,Pwwp4b,1429745_at
ENSMUSG00000038546,Ranbp9,1456199_x_at
ENSMUSG00000038546,Ranbp9,1422736_at
ENSMUSG00000021959,Lats2,1419679_at
ENSMUSG00000021959,Lats2,1437101_at
ENSMUSG00000021959,Lats2,1439441_x_at
ENSMUSG00000021959,Lats2,1419678_at
ENSMUSG00000021959,Lats2,1425420_s_at
ENSMUSG00000021959,Lats2,1426156_at
ENSMUSG00000024925,Rnaseh2c,1435733_x_at
ENSMUSG00000024925,Rnaseh2c,1417427_at
ENSMUSG00000046841,Ckap4,1455019_x_at
ENSMUSG00000046841,Ckap4,1452181_at
ENSMUSG00000046841,Ckap4,1426754_x_at
ENSMUSG00000046841,Ckap4,1426755_at
ENSMUSG00000034024,Cct2,1433534_a_at
ENSMUSG00000034024,Cct2,1416037_a_at
ENSMUSG00000034024,Cct2,1433535_x_at
ENSMUSG00000034317,Trim59,1416118_at
ENSMUSG00000034317,Trim59,1431430_s_at
ENSMUSG00000053375,Atp6v1e2,1450552_at
ENSMUSG00000024143,Rhoq,1427918_a_at
ENSMUSG00000068086,Cyp2d9,1419349_a_at
ENSMUSG00000024921,Smarca2,1452333_at
ENSMUSG00000024921,Smarca2,1430526_a_at
ENSMUSG00000021963,Sap18,1434646_s_at
ENSMUSG00000021963,Sap18,1419445_s_at
ENSMUSG00000021963,Sap18,1419443_at
ENSMUSG00000021963,Sap18,1449480_at
ENSMUSG00000021963,Sap18,1419444_at
ENSMUSG00000024145,Pigf,1448896_at
ENSMUSG00000006373,Pgrmc1,1423451_at
ENSMUSG00000092784,Mir3077,1419445_s_at
ENSMUSG00000092784,Mir3077,1419444_at
ENSMUSG00000021965,Ska3,1422802_at
ENSMUSG00000021965,Ska3,1454744_at
ENSMUSG00000041354,Rgl2,1450688_at
ENSMUSG00000037544,Dlgap5,1455730_at
ENSMUSG00000037544,Dlgap5,1438811_at
ENSMUSG00000047347,Tdg-ps,1448462_at
ENSMUSG00000047347,Tdg-ps,1416790_a_at
ENSMUSG00000047347,Tdg-ps,1435715_x_at
ENSMUSG00000031229,Atrx,1420947_at
ENSMUSG00000031229,Atrx,1420946_at
ENSMUSG00000031229,Atrx,1420948_s_at
ENSMUSG00000031229,Atrx,1420945_at
ENSMUSG00000031229,Atrx,1450051_at
ENSMUSG00000031229,Atrx,1453734_at
ENSMUSG00000031229,Atrx,1433537_at
ENSMUSG00000027782,Kpna4,1455680_at
ENSMUSG00000027782,Kpna4,1417974_at
ENSMUSG00000027782,Kpna4,1417975_at
ENSMUSG00000020171,Yeats4,1423105_a_at
ENSMUSG00000024146,Cript,1423486_at
ENSMUSG00000024146,Cript,1423487_at
ENSMUSG00000113749,Mrto4-ps1,1423823_at
ENSMUSG00000022696,Sidt1,1426551_at
ENSMUSG00000022696,Sidt1,1426550_at
ENSMUSG00000071035,Gm5499,1437454_a_at
ENSMUSG00000071035,Gm5499,1452130_at
ENSMUSG00000022354,Ndufb9,1452184_at
ENSMUSG00000022354,Ndufb9,1436803_a_at
ENSMUSG00000037104,Socs5,1423349_at
ENSMUSG00000037104,Socs5,1441640_at
ENSMUSG00000037104,Socs5,1423350_at
ENSMUSG00000073179,Gm10478,1427536_at
